POCO;CADASTRO;OPERADOR;POCO_OPERADOR;ESTADO;BACIA;BLOCO;SIG_CAMPO;CAMPO;TERRA_MAR;POCO_POS_ANP;TIPO;CATEGORIA;RECLASSIFICACAO;SITUACAO;INÍCIO;TÉRMINO;CONCLUSAO;TITULARIDADE;LATITUDE_BASE_4C;LONGITUDE_BASE_4C;LATITUDE_BASE_DD;LONGITUDE_BASE_DD;DATUM_HORIZONTAL;TIPO_DE_COORDENADA_DE_BASE;DIRECAO;PROFUNDIDADE_VERTICAL_M;PROFUNDIDADE_SONDADOR_M;PROFUNDIDADE_MEDIDA_M;REFERENCIA_DE_PROFUNDIDADE;MESA_ROTATIVA;COTA_ALTIMETRICA_M;LAMINA_D_AGUA_M;DATUM_VERTICAL;UNIDADE_ESTRATIGRAFICA;GEOLOGIA_GRUPO_FINAL;GEOLOGIA_FORMACAO_FINAL;GEOLOGIA_MEMBRO_FINAL;CDPE;AGP;PC;PAG;PERFIS_CONVENCIONAIS;DURANTE_PERFURACAO;PERFIS_DIGITAIS;PERFIS_PROCESSADOS;PERFIS_ESPECIAIS;AMOSTRA_LATERAL;SISMICA;TABELA_TEMPO_PROFUNDIDADE;DADOS_DIRECIONAIS;TESTE_A_CABO;TESTE_DE_FORMACAO;CANHONEIO;TESTEMUNHO;GEOQUIMICA;SIG_SONDA;NOM_SONDA;ATINGIU_PRESAL;DHA_ATUALIZACAO
1-BAS-32-BAS;2,0246E+11;;1BAS 0032  BA;BA;Camamu;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;04/06/1976;09/08/1976;09/08/1976;Público;"	-13:19:08,255";"	-38:41:15,368";-13,31895972;-38,68760222;SIRGAS2000;Definitiva;Vertical;;3044;;MR;22,6;0;68,9;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA14                          ;;;14/09/2025
1-BAS-33-BA;2,0256E+11;;1BAS 0033  BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;03/09/1976;07/02/1977;07/02/1977;Público;"	-17:14:27,126";"	-38:42:26,277";-17,24086833;-38,70729917;SIRGAS2000;Definitiva;Vertical;;3783;;MR;34;;28;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;P-3;PETROBRAS III;;14/09/2025
1-BAS-34-BA;2,0241E+11;;1BAS 0034  BA;BA;Recôncavo;Brasil;;;M;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ARRASADO;21/08/1976;13/09/1976;13/09/1976;Público;"	-12:50:51,891";"	-38:36:27,936";-12,8477475;-38,60776;SIRGAS2000;Definitiva;Vertical;;1656;;MR;26;;13;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-5                          ;;;14/09/2025
1-BAS-35-BA;2,0251E+11;;1BAS 0035  BA;BA;Jequitinhonha;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;08/02/1977;05/04/1977;05/04/1977;Público;"	-15:03:22,812";"	-38:49:39,641";-15,05633667;-38,82767806;SIRGAS2000;Definitiva;Vertical;;2891;;MR;24;;41,5;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA11                          ;;;14/09/2025
1-BAS-36-BA;2,0266E+11;;1BAS 0036  BA;BA;Almada;Brasil;;;M;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE GÁS NATURAL;ARRASADO;20/05/1977;27/07/1977;27/07/1977;Público;"	-14:40:12,448";"	-39:03:07,071";-14,67012444;-39,05196417;SIRGAS2000;Definitiva;Vertical;;2242;;MR;24;;11;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;P-1;PETROBRAS I;;14/09/2025
1-BAS-37-BAS;2,0251E+11;;1BAS 0037  BA;BA;Jequitinhonha;;B37  ;AREA do BAS-37 (Licitado);M;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;DEVOLVIDO;03/05/1979;07/06/1979;07/06/1979;Público;"	-15:17:37,188";"	-38:52:06,380";-15,29366333;-38,86843889;SIRGAS2000;Definitiva;Vertical;;1750;;MR;26;0;38;NM;;;;;;;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;P-3;PETROBRAS III;;14/09/2025
1-BAS-38-BA;2,0256E+11;;1BAS 0038  BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;27/10/1977;03/02/1978;03/02/1978;Público;"	-17:23:16,963";"	-38:51:08,560";-17,38804528;-38,85237778;SIRGAS2000;Definitiva;Vertical;;3518;;MR;23,79999;;22,5;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;P-1;PETROBRAS I;;14/09/2025
1-BAS-39-BA;2,0256E+11;;1BAS 0039  BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ARRASADO;22/02/1978;15/06/1978;15/06/1978;Público;"	-17:19:59,145";"	-38:46:11,059";-17,33309583;-38,76973861;SIRGAS2000;Definitiva;Vertical;;3425;;MR;22,6;;19;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;P-1;PETROBRAS I;;14/09/2025
1-BAS-4-BA;2,0246E+11;;1BAS 0004  BA;BA;Camamu;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;16/10/1971;19/01/1972;19/01/1972;Público;"	-13:03:52,333";"	-38:36:22,199";-13,06453694;-38,60616639;SIRGAS2000;Definitiva;Vertical;;2827;;MR;20;;21,5;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;P-1;PETROBRAS I;;14/09/2025
1-BAS-40-BA;2,0256E+11;;1BAS 0040  BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ARRASADO;09/11/1977;30/05/1978;30/05/1978;Público;"	-17:12:53,030";"	-38:44:33,298";-17,21473056;-38,74258278;SIRGAS2000;Definitiva;Vertical;;4211;;MR;25,2;;32;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;P-3;PETROBRAS III;;14/09/2025
1-BAS-41-BA;2,0256E+11;;1BAS 0041  BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;16/09/1978;18/12/1978;18/12/1978;Público;"	-17:25:48,156";"	-38:47:52,589";-17,43004333;-38,79794139;SIRGAS2000;Definitiva;Vertical;;4001;;MR;24,5;;24;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;P-3;PETROBRAS III;;14/09/2025
1-BAS-42-BA;2,0241E+11;;1BAS 0042  BA;BA;Recôncavo;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;01/12/1978;16/01/1979;16/01/1979;Público;"	-12:55:19,742";"	-38:33:17,676";-12,92215056;-38,55491;SIRGAS2000;Definitiva;Vertical;;2550;;MR;20,5;;23;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;P-1;PETROBRAS I;;14/09/2025
1-BAS-43-BA;2,0241E+11;;1BAS 0043  BA;BA;Recôncavo;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;25/01/1979;02/02/1979;02/02/1979;Público;"	-12:47:15,592";"	-38:40:52,107";-12,78766444;-38,68114083;SIRGAS2000;Definitiva;Vertical;;985,4;;MR;20,79999;;21;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;P-1;PETROBRAS I;;14/09/2025
1-BAS-45-BAS;2,0261E+11;;1BAS 0045  BA;BA;Mucuri;Brasil;;;M;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;05/11/1978;02/12/1978;02/12/1978;Público;"	-18:13:25,291";"	-39:32:12,295";-18,22369194;-39,53674861;SIRGAS2000;Definitiva;Vertical;;2259;;MR;25;0;14;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA11                          ;;;14/09/2025
1-BAS-46-BA;2,0256E+11;;1BAS 0046  BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;26/01/1979;22/04/1979;22/04/1979;Público;"	-17:12:10,913";"	-38:48:09,257";-17,20303139;-38,80257139;SIRGAS2000;Definitiva;Vertical;;3541,2;;MR;26;;25,8;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;P-3;PETROBRAS III;;14/09/2025
1-BAS-47-BA;2,0256E+11;;1BAS 0047  BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;29/04/1979;07/07/1979;07/07/1979;Público;"	-16:37:15,920";"	-38:38:56,876";-16,62108889;-38,64913222;SIRGAS2000;Definitiva;Vertical;;4210;;MR;24,79999;;49,5;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA11                          ;;;14/09/2025
1-BAS-48-BAS;2,0256E+11;;1BAS 0048  BA;BA;Cumuruxatiba;;BASBA;ÁREA DO BAS-48;M;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ARRASADO;30/07/1979;24/10/1979;24/10/1979;Público;"	-16:43:43,737";"	-38:48:55,550";-16,72881583;-38,81543056;SIRGAS2000;Definitiva;Vertical;;3312;;MR;25,5;0;30;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA12                          ;;;14/09/2025
1-BAS-5-BA;2,0246E+11;;1BAS 0005  BA;BA;Camamu;Brasil;;;M;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE GÁS NATURAL;ARRASADO;30/08/1971;07/10/1971;07/10/1971;Público;"	-13:12:46,443";"	-38:47:05,090";-13,21290083;-38,78474722;SIRGAS2000;Definitiva;Vertical;;2343;;MR;22;;20;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;P-1;PETROBRAS I;;14/09/2025
1-BAS-51A-BA;2,0251E+11;;1BAS 0051A BA;BA;Jequitinhonha;Brasil;;;M;N;1;Pioneiro;ABANDONADO POR ACIDENTE MECÂNICO;ARRASADO;17/09/1979;18/09/1979;18/09/1979;Público;"	-15:19:29,370";"	-38:51:48,705";-15,324825;-38,86352917;SIRGAS2000;Definitiva;Vertical;;110;;MR;25;;36;NM;;;;;;;;;;;;;;;;;;;;;;;PA11                          ;;;14/09/2025
1-BAS-51-BA;2,0251E+11;;1BAS 0051  BA;BA;Jequitinhonha;Brasil;;;M;N;1;Pioneiro;ABANDONADO POR ACIDENTE MECÂNICO;ARRASADO;16/09/1979;17/09/1979;17/09/1979;Público;"	-15:19:29,370";"	-38:51:48,705";-15,324825;-38,86352917;SIRGAS2000;Definitiva;Vertical;;141;;MR;25;;36;NM;;;;;;;;;;;;;;;;;;;;;;;PA11                          ;;;14/09/2025
1-BAS-51B-BA;2,0251E+11;;1BAS 0051B BA;BA;Jequitinhonha;Brasil;;;M;N;1;Pioneiro;ABANDONADO POR ACIDENTE MECÂNICO;ARRASADO;19/09/1979;20/09/1979;20/09/1979;Público;"	-15:19:29,370";"	-38:51:48,705";-15,324825;-38,86352917;SIRGAS2000;Definitiva;Vertical;;112;;MR;25;;36;NM;;;;;;;;;;;;;;;;;;;;;;;PA11                          ;;;14/09/2025
1-BAS-51C-BA;2,0251E+11;;1BAS 0051C BA;BA;Jequitinhonha;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;27/09/1979;25/10/1979;25/10/1979;Público;"	-15:19:31,224";"	-38:51:47,833";-15,32534;-38,86328694;SIRGAS2000;Definitiva;Vertical;;1950;;MR;25;;36;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA11                          ;;;14/09/2025
1-BAS-52-BA;2,0251E+11;;1BAS 0052  BA;BA;Jequitinhonha;Brasil;;;M;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ARRASADO;29/10/1979;26/11/1979;26/11/1979;Público;"	-15:16:08,090";"	-38:50:08,084";-15,26891389;-38,83557889;SIRGAS2000;Definitiva;Vertical;;2277;;MR;22;;44;NM;;;;;;;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;PA11                          ;;;14/09/2025
1-BAS-53-BA;2,0236E+11;;1BAS 0053  BA;BA;Jacuípe;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;30/01/1980;21/03/1980;21/03/1980;Público;"	-12:41:50,730";"	-37:57:17,992";-12,697425;-37,95499778;SIRGAS2000;Definitiva;Vertical;;2533;;MR;24;;48;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA11                          ;;;14/09/2025
1-BAS-54-BA;2,0256E+11;;1BAS 0054  BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;21/10/1983;30/11/1983;30/11/1983;Público;"	-16:46:45,153";"	-38:48:45,274";-16,77920917;-38,81257611;SIRGAS2000;Definitiva;Vertical;;2904;;MR;24;;34;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;P-5;PETROBRAS V;;14/09/2025
1-BAS-56-BA;2,0251E+11;;1BAS 0056  BA;BA;Jequitinhonha;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;05/12/1979;26/12/1979;26/12/1979;Público;"	-15:20:55,826";"	-38:52:07,968";-15,34884056;-38,86888;SIRGAS2000;Definitiva;Vertical;;1920;;MR;25;;31;NM;;;;;;;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;PA11                          ;;;14/09/2025
1-BAS-57-BA;2,0251E+11;;1BAS 0057  BA;BA;Jequitinhonha;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;02/01/1980;20/01/1980;20/01/1980;Público;"	-15:25:42,483";"	-38:52:27,516";-15,4284675;-38,87431;SIRGAS2000;Definitiva;Vertical;;2110;;MR;25;;20;NM;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;PA11                          ;;;14/09/2025
1-BAS-59-BAS;2,0261E+11;;1BAS 0059  BA;BA;Mucuri;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;25/03/1980;01/05/1980;01/05/1980;Público;"	-18:06:11,971";"	-39:24:34,123";-18,10332528;-39,40947861;SIRGAS2000;Definitiva;Vertical;;3009,8;;MR;21;0;13,7;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;P-1;PETROBRAS I;;14/09/2025
1-BAS-6-BA;2,0256E+11;;1BAS 0006  BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ARRASADO;19/10/1972;03/12/1972;03/12/1972;Público;"	-17:32:15,602";"	-38:48:45,716";-17,53766722;-38,81269889;SIRGAS2000;Definitiva;Vertical;;2801;;MR;24;;26;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-3                          ;;;14/09/2025
1-BAS-60-BAS;2,0261E+11;;1BAS 0060  BA;BA;Mucuri;Brasil;;;M;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO PERMANENTEMENTE;25/05/1989;24/07/1989;24/07/1989;Público;"	-18:15:25,563";"	-39:28:09,315";-18,25710083;-39,46925417;SIRGAS2000;Definitiva;Vertical;;3532;;MR;30;0;19;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;PA27                          ;;;14/09/2025
1-BAS-62-BA;2,02661E+11;;1BAS 0062  BA;BA;Almada;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;22/11/1980;10/12/1980;10/12/1980;Público;"	-14:19:58,770";"	-38:58:29,647";-14,33299167;-38,97490194;SIRGAS2000;Definitiva;Vertical;;1076;;MR;24,6;;26;NM;;;;;;;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;KEYG                          ;;;14/09/2025
1-BAS-63-BA;2,02461E+11;;1BAS 0063  BA;BA;Camamu;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;28/02/1981;16/08/1981;16/08/1981;Público;"	-13:43:54,913";"	-38:47:17,885";-13,73192028;-38,78830139;SIRGAS2000;Definitiva;Vertical;;3942;;MR;30,79999;;50,9;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;ROWM                          ;;;14/09/2025
1-BAS-64-BAS;2,02461E+11;;1BAS 0064  BA;BA;Camamu;;B64  ;AREA DO BAS-64 (Licitado);M;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;DEVOLVIDO;25/08/1981;03/11/1981;03/11/1981;Público;"	-13:44:25,351";"	-38:51:55,999";-13,74037528;-38,86555528;SIRGAS2000;Definitiva;Vertical;;3457;;MR;31;0;24;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;ROWM                          ;;;14/09/2025
1-BAS-65-BA;2,0251E+11;;1BAS 0065  BA;BA;Jequitinhonha;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;06/08/1984;12/09/1984;12/09/1984;Público;"	-15:06:06,610";"	-38:48:47,408";-15,10183611;-38,81316889;SIRGAS2000;Definitiva;Vertical;;3025;;MR;25;;42;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA27                          ;;;14/09/2025
1-BAS-66A-BA;2,0256E+11;;1BAS 0066A BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;16/12/1983;28/12/1983;28/12/1983;Público;"	-16:43:50,754";"	-38:55:07,445";-16,730765;-38,91873472;SIRGAS2000;Definitiva;Vertical;;944;;MR;23;;27;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;P-5;PETROBRAS V;;14/09/2025
1-BAS-66-BA;2,0256E+11;;1BAS 0066  BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;ABANDONADO POR ACIDENTE MECÂNICO;ARRASADO;12/12/1983;14/12/1983;14/12/1983;Público;"	-16:43:52,054";"	-38:55:08,220";-16,73112611;-38,91895;SIRGAS2000;Definitiva;Vertical;;413;;MR;23;;25;NM;;;;;;;;;;;;;;;;;;;;;;;P-5;PETROBRAS V;;14/09/2025
1-BAS-67-BA;2,02461E+11;;1BAS 0067  BA;BA;Camamu;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;24/09/1981;06/11/1981;06/11/1981;Público;"	-14:05:40,350";"	-38:51:26,534";-14,09454167;-38,85737056;SIRGAS2000;Definitiva;Vertical;;2646;;MR;27;;50,6;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;KEYG                          ;;;14/09/2025
1-BAS-68-BA;2,0251E+11;;1BAS 0068  BA;BA;Jequitinhonha;Brasil;;;M;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO E GÁS NATURAL;ARRASADO;22/09/1984;16/01/1985;16/01/1985;Público;"	-15:27:13,304";"	-38:42:27,490";-15,45369556;-38,70763611;SIRGAS2000;Definitiva;Vertical;;4567;;MR;25;;49;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;PA27                          ;;;14/09/2025
1-BAS-69-BA;2,0251E+11;;1BAS 0069  BA;BA;Jequitinhonha;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;14/07/1982;02/08/1982;02/08/1982;Público;"	-16:03:14,045";"	-38:47:53,550";-16,05390139;-38,79820833;SIRGAS2000;Definitiva;Vertical;;1874;;MR;25,2;;22;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA22                          ;;;14/09/2025
1-BAS-7-BA;2,0251E+11;;1BAS 0007  BA;BA;Jequitinhonha;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;07/08/1971;08/11/1971;08/11/1971;Público;"	-16:04:19,325";"	-38:42:15,888";-16,07203472;-38,70441333;SIRGAS2000;Definitiva;Vertical;;3874;;MR;18,29999;;23,7;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-2                          ;;;14/09/2025
1-BAS-70-BAS;2,0261E+11;;1BAS 0070  BA;BA;Mucuri;Brasil;;;M;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;16/08/1982;30/08/1982;30/08/1982;Público;"	-18:13:58,814";"	-39:34:20,865";-18,23300389;-39,5724625;SIRGAS2000;Definitiva;Vertical;;1925;;MR;25;0;14;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA24                          ;;;14/09/2025
1-BAS-71-BA;2,02661E+11;;1BAS 0071  BA;BA;Almada;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;13/04/1982;18/07/1982;18/07/1982;Público;"	-14:37:55,809";"	-38:59:17,577";-14,63216917;-38,98821583;SIRGAS2000;Definitiva;Vertical;;2942;;MR;24,7;;34,1;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;DIAG                          ;;;14/09/2025
1-BAS-72-BA;2,02461E+11;;1BAS 0072  BA;BA;Camamu;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;13/04/1982;07/05/1982;07/05/1982;Público;"	-13:15:35,805";"	-38:51:49,530";-13,25994583;-38,86375833;SIRGAS2000;Definitiva;Vertical;;1288;;MR;31;;20;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;ROWM                          ;;;14/09/2025
1-BAS-73-BAS;2,02461E+11;;1BAS 0073  BA;BA;Camamu;;B64  ;AREA DO BAS-64 (Licitado);M;N;1;Pioneiro;EXTENSÃO PARA GÁS NATURAL;DEVOLVIDO;16/05/1982;22/08/1982;22/08/1982;Público;"	-13:44:58,030";"	-38:52:15,390";-13,74945278;-38,87094167;SIRGAS2000;Definitiva;Vertical;;2560;;MR;30,8;0;19,5;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;ROWM                          ;;;14/09/2025
1-BAS-74-BAS;2,02461E+11;;1BAS 0074  BA;BA;Camamu;;B64  ;AREA DO BAS-64 (Licitado);M;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;DEVOLVIDO;23/07/1983;22/09/1983;22/09/1983;Público;"	-13:44:52,269";"	-38:52:53,293";-13,7478525;-38,88147028;SIRGAS2000;Definitiva;Vertical;;2830;;MR;25;0;21;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;INTE                          ;;;14/09/2025
1-BAS-75-BA;2,02461E+11;;1BAS 0075  BA;BA;Camamu;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;18/08/1984;23/11/1984;23/11/1984;Público;"	-13:39:21,556";"	-38:48:54,696";-13,65598778;-38,81519333;SIRGAS2000;Definitiva;Vertical;;3594,8;;MR;25;;52;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;JFP7                          ;;;14/09/2025
1-BAS-77-BA;2,0246E+11;;1BAS 0077  BA;BA;Camamu;Brasil;;;M;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ARRASADO;30/07/1985;13/10/1985;13/10/1985;Público;"	-14:11:20,502";"	-38:52:14,669";-14,18902833;-38,87074139;SIRGAS2000;Definitiva;Vertical;;3399;;MR;24;;78;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA27                          ;;;14/09/2025
1-BAS-78-BA;2,0266E+11;;1BAS 0078  BA;BA;Almada;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;01/05/1985;08/05/1985;08/05/1985;Público;"	-14:28:42,311";"	-38:59:03,627";-14,47841972;-38,98434083;SIRGAS2000;Definitiva;Vertical;;1380;;MR;26;;25;NM;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;PA27                          ;;;14/09/2025
1-BAS-79-BA;2,0266E+11;;1BAS 0079  BA;BA;Almada;Brasil;;;M;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ARRASADO;15/05/1985;16/06/1985;16/06/1985;Público;"	-14:34:05,011";"	-38:56:06,718";-14,56805861;-38,93519944;SIRGAS2000;Definitiva;Vertical;;2956;;MR;26;;41;NM;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;PA27                          ;;;14/09/2025
1-BAS-8-BA;2,0251E+11;;1BAS 0008  BA;BA;Jequitinhonha;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;06/03/1972;11/05/1972;11/05/1972;Público;"	-15:32:17,089";"	-38:42:26,865";-15,53808028;-38,7074625;SIRGAS2000;Definitiva;Vertical;;2881;;MR;18;;49,4;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-2                          ;;;14/09/2025
1-BAS-80-BA;2,0251E+11;;1BAS 0080  BA;BA;Jequitinhonha;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;24/11/1986;17/01/1987;17/01/1987;Público;"	-15:17:35,458";"	-38:38:01,858";-15,29318278;-38,63384944;SIRGAS2000;Definitiva;Vertical;;3513;;MR;12;;978;NM;;;;;;;Existe;;;;;;;;Existe;Existe;;;;;;Existe;NS-11;PARAGON DPDS1 (NOBLE PHOENIX);;14/09/2025
1-BAS-81-BA;2,02511E+11;;1BAS 0081  BA;BA;Jequitinhonha;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;06/04/1988;05/06/1988;05/06/1988;Público;"	-15:19:00,905";"	-38:47:52,701";-15,31691806;-38,7979725;SIRGAS2000;Definitiva;Vertical;;3710;;MR;28;;47;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;PA27                          ;;;14/09/2025
1-BAS-82-BA;2,02661E+11;;1BAS 0082  BA;BA;Almada;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;04/09/1988;04/10/1988;04/10/1988;Público;"	-14:44:48,342";"	-38:57:28,522";-14,74676167;-38,95792278;SIRGAS2000;Definitiva;Vertical;;2215;;MR;25,29999;;38;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA11                          ;;;14/09/2025
1-BAS-83-BA;2,02661E+11;;1BAS 0083  BA;BA;Almada;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;10/10/1988;06/11/1988;06/11/1988;Público;"	-14:45:10,981";"	-38:55:23,734";-14,75305028;-38,92325944;SIRGAS2000;Definitiva;Vertical;;2904;;MR;24,7;;44;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA11                          ;;;14/09/2025
1-BAS-84-BA;2,02461E+11;;1BAS 0084  BA;BA;Camamu;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;25/01/1990;10/06/1990;10/06/1990;Público;"	-13:07:28,427";"	-38:35:20,164";-13,12456306;-38,58893444;SIRGAS2000;Definitiva;Vertical;;3952;;MR;27;;26,8;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;P-5;PETROBRAS V;;14/09/2025
